Payment ID,Order ID,Payment Type
16917,2053,Gift Card/Voucher
16918,10610,Cash
16919,5643,Cash
16920,16222,Debit Card
16921,16686,Debit Card
16922,36300,Cash
16923,29778,Credit Card
16924,23100,Debit Card
16925,30377,Gift Card/Voucher
16926,21162,Credit Card
16927,7821,Gift Card/Voucher
16928,28080,Debit Card
16929,19219,Debit Card
16930,1571,Credit Card
16931,8013,Debit Card
16932,13443,Cash
16933,1873,Gift Card/Voucher
16934,36338,Cash
16935,39595,Debit Card
16936,25411,Debit Card
16937,10773,Debit Card
16938,29403,Gift Card/Voucher
16939,26280,Gift Card/Voucher
16940,32373,Debit Card
16941,26827,Cash
16942,28663,Gift Card/Voucher
16943,35041,Credit Card
16944,26865,Cash
16945,18457,Gift Card/Voucher
16946,11440,Gift Card/Voucher
16947,31675,Debit Card
16948,31690,Gift Card/Voucher
16949,5866,Cash
16950,7576,Debit Card
16951,35998,Cash
16952,18470,Gift Card/Voucher
16953,16607,Cash
16954,32910,Debit Card
16955,10187,Debit Card
16956,14747,Debit Card
16957,9122,Credit Card
16958,28052,Cash
16959,17834,Cash
16960,38360,Gift Card/Voucher
16961,24988,Credit Card
16962,14902,Debit Card
16963,36982,Cash
16964,12517,Gift Card/Voucher
16965,19038,Credit Card
16966,24434,Credit Card
16967,21807,Cash
16968,11673,Credit Card
16969,1348,Debit Card
16970,22183,Debit Card
16971,37614,Debit Card
16972,12019,Credit Card
16973,1134,Cash
16974,649,Gift Card/Voucher
16975,4883,Cash
16976,23775,Credit Card
16977,33412,Cash
16978,32991,Gift Card/Voucher
16979,10907,Cash
16980,9129,Credit Card
16981,1732,Cash
16982,7196,Gift Card/Voucher
16983,15675,Cash
16984,333,Debit Card
16985,7959,Cash
16986,23116,Gift Card/Voucher
16987,29605,Credit Card
16988,9703,Gift Card/Voucher
16989,12714,Debit Card
16990,27585,Debit Card
16991,24040,Cash
16992,37239,Debit Card
16993,14900,Gift Card/Voucher
16994,9090,Gift Card/Voucher
16995,23920,Credit Card
16996,26090,Gift Card/Voucher
16997,25631,Debit Card
16998,15873,Debit Card
16999,717,Credit Card
17000,25357,Credit Card
17001,2492,Gift Card/Voucher
17002,28946,Gift Card/Voucher
17003,36476,Gift Card/Voucher
17004,38040,Cash
17005,31726,Debit Card
17006,9610,Debit Card
17007,21345,Gift Card/Voucher
17008,20541,Credit Card
17009,18988,Debit Card
17010,13688,Gift Card/Voucher
17011,18103,Debit Card
17012,15391,Credit Card
17013,23214,Cash
17014,32340,Cash
17015,28544,Gift Card/Voucher
17016,36166,Cash
17017,17088,Cash
17018,11323,Cash
17019,8732,Debit Card
17020,26366,Cash
17021,35565,Gift Card/Voucher
17022,21785,Gift Card/Voucher
17023,26119,Cash
17024,28989,Gift Card/Voucher
17025,25126,Gift Card/Voucher
17026,25186,Credit Card
17027,24212,Cash
17028,36664,Debit Card
17029,15401,Credit Card
17030,22362,Credit Card
17031,37518,Cash
17032,34638,Debit Card
17033,14282,Cash
17034,12391,Credit Card
17035,13701,Debit Card
17036,24300,Gift Card/Voucher
17037,19449,Credit Card
17038,4100,Credit Card
17039,19850,Cash
17040,36069,Credit Card
17041,32383,Debit Card
17042,17884,Cash
17043,7196,Credit Card
17044,17149,Cash
17045,22529,Debit Card
17046,31997,Cash
17047,13168,Gift Card/Voucher
17048,32325,Debit Card
17049,28978,Cash
17050,25487,Credit Card
17051,14798,Cash
17052,14223,Gift Card/Voucher
17053,4378,Cash
17054,17149,Debit Card
17055,19036,Cash
17056,3229,Debit Card
17057,2176,Gift Card/Voucher
17058,7738,Gift Card/Voucher
17059,6509,Credit Card
17060,25156,Credit Card
17061,24446,Credit Card
17062,6465,Credit Card
17063,8654,Gift Card/Voucher
17064,8287,Debit Card
17065,22493,Debit Card
17066,23026,Gift Card/Voucher
17067,28838,Credit Card
17068,29268,Debit Card
17069,27956,Credit Card
17070,7729,Gift Card/Voucher
17071,6,Cash
17072,6812,Debit Card
17073,22625,Gift Card/Voucher
17074,2026,Cash
17075,3628,Debit Card
17076,13177,Cash
17077,9324,Credit Card
17078,36100,Gift Card/Voucher
17079,38749,Credit Card
17080,29997,Gift Card/Voucher
17081,8817,Gift Card/Voucher
17082,16036,Debit Card
17083,3718,Gift Card/Voucher
17084,34757,Debit Card
17085,29942,Gift Card/Voucher
17086,31995,Debit Card
17087,27463,Gift Card/Voucher
17088,20886,Debit Card
17089,23738,Gift Card/Voucher
17090,1079,Cash
17091,35917,Debit Card
17092,34925,Cash
17093,7863,Gift Card/Voucher
17094,26088,Gift Card/Voucher
17095,2644,Debit Card
17096,12031,Credit Card
17097,18526,Debit Card
17098,39841,Gift Card/Voucher
17099,17831,Debit Card
17100,34361,Gift Card/Voucher
17101,35400,Debit Card
17102,304,Credit Card
17103,23828,Cash
17104,8251,Debit Card
17105,7001,Debit Card
17106,5551,Gift Card/Voucher
17107,2405,Credit Card
17108,34008,Gift Card/Voucher
17109,36008,Credit Card
17110,17981,Gift Card/Voucher
17111,1669,Gift Card/Voucher
17112,35592,Gift Card/Voucher
17113,6008,Credit Card
17114,26935,Credit Card
17115,33895,Cash
17116,7826,Cash
17117,25969,Debit Card
17118,33260,Gift Card/Voucher
17119,17368,Credit Card
17120,22098,Cash
17121,18487,Cash
17122,28812,Debit Card
17123,39920,Cash
17124,8949,Cash
17125,29146,Gift Card/Voucher
17126,18672,Credit Card
17127,3075,Gift Card/Voucher
17128,15380,Credit Card
17129,18412,Debit Card
17130,26343,Credit Card
17131,18584,Cash
17132,14211,Gift Card/Voucher
17133,30097,Gift Card/Voucher
17134,564,Debit Card
17135,22427,Cash
17136,15138,Gift Card/Voucher
17137,39170,Credit Card
17138,18402,Cash
17139,13869,Debit Card
17140,17317,Cash
17141,24355,Credit Card
17142,4448,Gift Card/Voucher
17143,20142,Cash
17144,31089,Gift Card/Voucher
17145,32570,Debit Card
17146,36033,Credit Card
17147,3534,Credit Card
17148,25256,Debit Card
17149,22175,Cash
17150,29575,Credit Card
17151,13041,Credit Card
17152,2332,Credit Card
17153,1603,Debit Card
17154,31136,Gift Card/Voucher
17155,555,Cash
17156,7497,Gift Card/Voucher
17157,26853,Debit Card
17158,1059,Gift Card/Voucher
17159,33955,Debit Card
17160,30515,Credit Card
17161,32884,Debit Card
17162,22478,Credit Card
17163,1518,Credit Card
17164,4329,Cash
17165,37613,Debit Card
17166,18501,Gift Card/Voucher
17167,19921,Cash
17168,16840,Debit Card
17169,3970,Gift Card/Voucher
17170,35327,Cash
17171,16523,Cash
17172,12515,Credit Card
17173,12746,Debit Card
17174,34257,Debit Card
17175,22666,Debit Card
17176,6346,Debit Card
17177,34165,Cash
17178,27034,Debit Card
17179,18369,Debit Card
17180,38183,Debit Card
17181,6284,Cash
17182,25527,Credit Card
17183,9622,Cash
17184,9279,Gift Card/Voucher
17185,8607,Credit Card
17186,10749,Cash
17187,8608,Debit Card
17188,16981,Cash
17189,1764,Credit Card
17190,36822,Cash
17191,3227,Cash
17192,16545,Cash
17193,24932,Gift Card/Voucher
17194,20647,Credit Card
17195,25916,Cash
17196,8161,Credit Card
17197,30372,Cash
17198,39114,Credit Card
17199,33931,Credit Card
17200,14548,Debit Card
17201,29026,Cash
17202,19964,Cash
17203,15781,Debit Card
17204,23356,Gift Card/Voucher
17205,14781,Credit Card
17206,8869,Credit Card
17207,5541,Cash
17208,31549,Debit Card
17209,17431,Gift Card/Voucher
17210,17881,Cash
17211,13924,Gift Card/Voucher
17212,26548,Debit Card
17213,10767,Debit Card
17214,23095,Cash
17215,24814,Gift Card/Voucher
17216,20305,Debit Card
17217,5163,Gift Card/Voucher
17218,34035,Credit Card
17219,33755,Credit Card
17220,33937,Cash
17221,36581,Gift Card/Voucher
17222,14080,Gift Card/Voucher
17223,16209,Gift Card/Voucher
17224,5983,Gift Card/Voucher
17225,14446,Debit Card
17226,23334,Credit Card
17227,22991,Cash
17228,11325,Credit Card
17229,17913,Cash
17230,35990,Gift Card/Voucher
17231,36154,Credit Card
17232,35755,Cash
17233,14290,Debit Card
17234,25921,Gift Card/Voucher
17235,32468,Cash
17236,31807,Cash
17237,1602,Cash
17238,2744,Cash
17239,17971,Debit Card
17240,36421,Cash
17241,20784,Cash
17242,39577,Gift Card/Voucher
17243,26674,Debit Card
17244,10204,Cash
17245,33729,Gift Card/Voucher
17246,21440,Debit Card
17247,5285,Cash
17248,1891,Debit Card
17249,992,Cash
17250,32089,Cash
17251,14271,Gift Card/Voucher
17252,30388,Gift Card/Voucher
17253,3025,Cash
17254,29623,Gift Card/Voucher
17255,39001,Debit Card
17256,36472,Credit Card
17257,8423,Cash
17258,27171,Cash
17259,29288,Cash
17260,8099,Gift Card/Voucher
17261,17580,Credit Card
17262,22476,Gift Card/Voucher
17263,24337,Debit Card
17264,6013,Credit Card
17265,14557,Cash
17266,3867,Cash
17267,17723,Credit Card
17268,28184,Credit Card
17269,30315,Credit Card
17270,6528,Credit Card
17271,38363,Gift Card/Voucher
17272,10231,Gift Card/Voucher
17273,918,Credit Card
17274,12045,Credit Card
17275,18354,Cash
17276,4282,Credit Card
17277,24813,Cash
17278,4088,Cash
17279,22197,Cash
17280,1615,Credit Card
17281,29076,Credit Card
17282,23105,Gift Card/Voucher
17283,32130,Cash
17284,27892,Credit Card
17285,39689,Cash
17286,24813,Cash
17287,7237,Cash
17288,11520,Credit Card
17289,29947,Debit Card
17290,17125,Credit Card
17291,7830,Credit Card
17292,1437,Cash
17293,29540,Credit Card
17294,1335,Credit Card
17295,6348,Gift Card/Voucher
17296,9929,Cash
17297,39225,Gift Card/Voucher
17298,31753,Cash
17299,21626,Gift Card/Voucher
17300,15226,Credit Card
17301,1082,Gift Card/Voucher
17302,15673,Debit Card
17303,1398,Debit Card
17304,17040,Cash
17305,14063,Gift Card/Voucher
17306,37351,Cash
17307,26573,Cash
17308,38172,Cash
17309,15211,Cash
17310,24742,Debit Card
17311,13520,Gift Card/Voucher
17312,16236,Cash
17313,26536,Cash
17314,29644,Gift Card/Voucher
17315,14877,Gift Card/Voucher
17316,6969,Gift Card/Voucher
17317,15598,Gift Card/Voucher
17318,9680,Cash
17319,16448,Cash
17320,5672,Gift Card/Voucher
17321,13591,Gift Card/Voucher
17322,38777,Cash
17323,9146,Debit Card
17324,38772,Cash
17325,34188,Gift Card/Voucher
17326,24834,Credit Card
17327,27265,Cash
17328,35221,Credit Card
17329,26973,Gift Card/Voucher
17330,14245,Credit Card
17331,18521,Credit Card
17332,15522,Cash
17333,27508,Credit Card
17334,22277,Debit Card
17335,17784,Credit Card
17336,3855,Debit Card
17337,19040,Gift Card/Voucher
17338,2663,Debit Card
17339,19708,Debit Card
17340,51,Cash
17341,15844,Debit Card
17342,3772,Gift Card/Voucher
17343,28934,Credit Card
17344,4397,Cash
17345,37441,Cash
17346,33350,Debit Card
17347,7395,Gift Card/Voucher
17348,9080,Gift Card/Voucher
17349,33197,Gift Card/Voucher
17350,21614,Credit Card
17351,12500,Credit Card
17352,2507,Debit Card
17353,28796,Credit Card
17354,20316,Cash
17355,6819,Credit Card
17356,9247,Cash
17357,25310,Debit Card
17358,38382,Debit Card
17359,15607,Credit Card
17360,7459,Debit Card
17361,29954,Credit Card
17362,1979,Gift Card/Voucher
17363,31428,Cash
17364,34294,Credit Card
17365,19557,Cash
17366,9209,Credit Card
17367,32767,Gift Card/Voucher
17368,4365,Cash
17369,2149,Debit Card
17370,34334,Cash
17371,5583,Debit Card
17372,18706,Gift Card/Voucher
17373,12744,Cash
17374,33636,Gift Card/Voucher
17375,12996,Cash
17376,38252,Gift Card/Voucher
17377,5693,Gift Card/Voucher
17378,25092,Credit Card
17379,31253,Credit Card
17380,25312,Credit Card
17381,20239,Credit Card
17382,15973,Gift Card/Voucher
17383,28249,Gift Card/Voucher
17384,39727,Gift Card/Voucher
17385,11854,Credit Card
17386,10059,Gift Card/Voucher
17387,19754,Cash
17388,13565,Credit Card
17389,2385,Cash
17390,16306,Debit Card
17391,18377,Credit Card
17392,1100,Gift Card/Voucher
17393,32924,Credit Card
17394,26189,Credit Card
17395,9904,Debit Card
17396,5577,Gift Card/Voucher
17397,5026,Gift Card/Voucher
17398,29626,Debit Card
17399,31,Credit Card
17400,34431,Credit Card
17401,38319,Debit Card
17402,20976,Credit Card
17403,18530,Cash
17404,17544,Cash
17405,10617,Gift Card/Voucher
17406,31452,Cash
17407,25435,Cash
17408,1231,Gift Card/Voucher
17409,1370,Cash
17410,18952,Cash
17411,38708,Gift Card/Voucher
17412,14191,Credit Card
17413,18357,Gift Card/Voucher
17414,2689,Gift Card/Voucher
17415,7540,Cash
17416,31178,Gift Card/Voucher
17417,35052,Cash
17418,25147,Debit Card
17419,35470,Cash
17420,12838,Cash
17421,28267,Debit Card
17422,36055,Debit Card
17423,11444,Cash
17424,1835,Cash
17425,12963,Cash
17426,24382,Gift Card/Voucher
17427,9499,Gift Card/Voucher
17428,22148,Cash
17429,23860,Debit Card
17430,30790,Debit Card
17431,15133,Debit Card
17432,34220,Credit Card
17433,3747,Cash
17434,31155,Cash
17435,34986,Cash
17436,8516,Gift Card/Voucher
17437,25553,Credit Card
17438,11289,Gift Card/Voucher
17439,21004,Gift Card/Voucher
17440,35697,Credit Card
17441,9629,Cash
17442,8979,Credit Card
17443,30869,Gift Card/Voucher
17444,20415,Debit Card
17445,31506,Cash
17446,28704,Gift Card/Voucher
17447,19583,Cash
17448,14719,Cash
17449,1700,Credit Card
17450,23448,Debit Card
17451,6625,Cash
17452,20761,Gift Card/Voucher
17453,32198,Cash
17454,7403,Credit Card
17455,17458,Debit Card
17456,39694,Gift Card/Voucher
17457,10780,Cash
17458,5796,Cash
17459,19473,Cash
17460,27320,Cash
17461,23567,Credit Card
17462,33745,Credit Card
17463,36687,Debit Card
17464,9728,Debit Card
17465,24049,Cash
17466,22328,Debit Card
17467,22938,Cash
17468,27301,Gift Card/Voucher
17469,25986,Gift Card/Voucher
17470,19117,Credit Card
17471,13799,Debit Card
17472,34176,Debit Card
17473,33291,Credit Card
17474,27655,Cash
17475,33394,Debit Card
17476,19440,Gift Card/Voucher
17477,12849,Debit Card
17478,26958,Debit Card
17479,35144,Gift Card/Voucher
17480,35453,Credit Card
17481,375,Gift Card/Voucher
17482,13593,Cash
17483,30246,Cash
17484,21879,Gift Card/Voucher
17485,6426,Debit Card
17486,28099,Cash
17487,20863,Debit Card
17488,12424,Gift Card/Voucher
17489,33255,Credit Card
17490,4924,Gift Card/Voucher
17491,33730,Debit Card
17492,17638,Cash
17493,32807,Cash
17494,5602,Cash
17495,18625,Gift Card/Voucher
17496,19872,Debit Card
17497,25284,Gift Card/Voucher
17498,5028,Gift Card/Voucher
17499,2550,Debit Card
17500,9848,Debit Card
17501,567,Credit Card
17502,19560,Credit Card
17503,18480,Cash
17504,21094,Cash
17505,22458,Debit Card
17506,5116,Credit Card
17507,20738,Credit Card
17508,33677,Cash
17509,1633,Debit Card
17510,23806,Cash
17511,5784,Credit Card
17512,22754,Debit Card
17513,14492,Gift Card/Voucher
17514,35914,Gift Card/Voucher
17515,29700,Credit Card
17516,7575,Debit Card
17517,36105,Credit Card
17518,889,Gift Card/Voucher
17519,2920,Cash
17520,37220,Debit Card
17521,18006,Cash
17522,17303,Cash
17523,25637,Credit Card
17524,209,Cash
17525,6563,Debit Card
17526,3727,Credit Card
17527,5056,Credit Card
17528,21633,Gift Card/Voucher
17529,21112,Cash
17530,14021,Gift Card/Voucher
17531,13999,Gift Card/Voucher
17532,6947,Debit Card
17533,39766,Credit Card
17534,31938,Gift Card/Voucher
17535,578,Gift Card/Voucher
17536,28905,Gift Card/Voucher
17537,16582,Debit Card
17538,16578,Gift Card/Voucher
17539,27747,Debit Card
17540,26345,Credit Card
17541,19385,Cash
17542,25306,Cash
17543,8753,Debit Card
17544,22164,Cash
17545,5340,Debit Card
17546,37810,Cash
17547,31360,Debit Card
17548,7877,Cash
17549,17685,Gift Card/Voucher
17550,25065,Credit Card
17551,10882,Gift Card/Voucher
17552,15284,Gift Card/Voucher
17553,16805,Debit Card
17554,6870,Credit Card
17555,15625,Debit Card
17556,27291,Debit Card
17557,13097,Gift Card/Voucher
17558,30590,Gift Card/Voucher
17559,10846,Credit Card
17560,39893,Cash
17561,38802,Gift Card/Voucher
17562,38977,Debit Card
17563,27596,Cash
17564,8506,Debit Card
17565,20775,Cash
17566,38739,Cash
17567,7863,Debit Card
17568,13334,Debit Card
17569,20831,Gift Card/Voucher
17570,22714,Credit Card
17571,12207,Debit Card
17572,7912,Cash
17573,28151,Credit Card
17574,3594,Gift Card/Voucher
17575,38174,Gift Card/Voucher
17576,22026,Cash
17577,29268,Gift Card/Voucher
17578,25015,Debit Card
17579,11086,Credit Card
17580,28530,Debit Card
17581,33338,Credit Card
17582,35248,Debit Card
17583,24657,Gift Card/Voucher
17584,3275,Cash
17585,39973,Debit Card
17586,6989,Debit Card
17587,21147,Gift Card/Voucher
17588,31102,Credit Card
17589,5307,Debit Card
17590,1852,Cash
17591,19006,Debit Card
17592,2655,Credit Card
17593,35267,Cash
17594,10977,Credit Card
17595,22603,Gift Card/Voucher
17596,11578,Credit Card
17597,33721,Debit Card
17598,35822,Gift Card/Voucher
17599,8779,Gift Card/Voucher
17600,12537,Debit Card
17601,7476,Credit Card
17602,4758,Debit Card
17603,27003,Gift Card/Voucher
17604,8259,Debit Card
17605,32039,Debit Card
17606,412,Credit Card
17607,4432,Credit Card
17608,32750,Credit Card
17609,36335,Cash
17610,38009,Debit Card
17611,25694,Credit Card
17612,11030,Debit Card
17613,3227,Credit Card
17614,10785,Credit Card
17615,26223,Cash
17616,16764,Cash
17617,9104,Debit Card
17618,7307,Cash
17619,36467,Credit Card
17620,10109,Cash
17621,9656,Credit Card
17622,6725,Cash
17623,6255,Gift Card/Voucher
17624,21143,Gift Card/Voucher
17625,14900,Gift Card/Voucher
17626,39820,Credit Card
17627,12707,Cash
17628,11045,Debit Card
17629,38365,Cash
17630,25839,Gift Card/Voucher
17631,34950,Debit Card
17632,14169,Debit Card
17633,36651,Cash
17634,19337,Gift Card/Voucher
17635,22844,Cash
17636,20028,Gift Card/Voucher
17637,21742,Gift Card/Voucher
17638,4040,Credit Card
17639,10300,Debit Card
17640,21413,Debit Card
17641,34010,Credit Card
17642,36176,Credit Card
17643,35882,Gift Card/Voucher
17644,6984,Cash
17645,9751,Cash
17646,6805,Cash
17647,19190,Credit Card
17648,22487,Credit Card
17649,38946,Credit Card
17650,20330,Debit Card
17651,1042,Debit Card
17652,33935,Credit Card
17653,24788,Gift Card/Voucher
17654,12851,Cash
17655,27009,Debit Card
17656,4099,Gift Card/Voucher
17657,36807,Debit Card
17658,29980,Gift Card/Voucher
17659,7414,Gift Card/Voucher
17660,27559,Credit Card
17661,31756,Debit Card
17662,18375,Gift Card/Voucher
17663,14176,Credit Card
17664,15281,Credit Card
17665,6140,Cash
17666,35295,Debit Card
17667,22615,Credit Card
17668,31567,Cash
17669,35675,Credit Card
17670,21715,Gift Card/Voucher
17671,25893,Debit Card
17672,12883,Credit Card
17673,15307,Debit Card
17674,4735,Cash
17675,36810,Cash
17676,28780,Gift Card/Voucher
17677,13501,Gift Card/Voucher
17678,37285,Credit Card
17679,2112,Cash
17680,37093,Debit Card
17681,6635,Credit Card
17682,31570,Gift Card/Voucher
17683,2474,Gift Card/Voucher
17684,13691,Cash
17685,26871,Gift Card/Voucher
17686,10078,Debit Card
17687,22303,Credit Card
17688,8802,Gift Card/Voucher
17689,32030,Gift Card/Voucher
17690,1424,Credit Card
17691,18065,Debit Card
17692,12753,Cash
17693,39095,Gift Card/Voucher
17694,18824,Debit Card
17695,10742,Cash
17696,16736,Debit Card
17697,35338,Gift Card/Voucher
17698,22382,Gift Card/Voucher
17699,38380,Gift Card/Voucher
17700,33335,Credit Card
17701,21812,Credit Card
17702,8531,Debit Card
17703,32578,Cash
17704,8164,Debit Card
17705,2,Gift Card/Voucher
17706,3573,Debit Card
17707,13209,Gift Card/Voucher
17708,1260,Credit Card
17709,10537,Gift Card/Voucher
17710,4312,Cash
17711,16616,Credit Card
17712,22026,Cash
17713,5622,Debit Card
17714,755,Gift Card/Voucher
17715,30029,Cash
17716,17416,Credit Card
17717,22512,Debit Card
17718,30934,Credit Card
17719,23396,Credit Card
17720,26045,Cash
17721,366,Cash
17722,12984,Credit Card
17723,9517,Debit Card
17724,26268,Debit Card
17725,14528,Gift Card/Voucher
17726,21669,Credit Card
17727,37603,Debit Card
17728,38096,Gift Card/Voucher
17729,5930,Gift Card/Voucher
17730,11092,Credit Card
17731,13329,Cash
17732,23504,Cash
17733,1466,Debit Card
17734,21372,Debit Card
17735,33991,Credit Card
17736,30520,Credit Card
17737,28298,Credit Card
17738,2892,Cash
17739,25540,Debit Card
17740,22596,Credit Card
17741,2095,Debit Card
17742,21645,Credit Card
17743,12278,Gift Card/Voucher
17744,11533,Cash
17745,23406,Cash
17746,33263,Gift Card/Voucher
17747,39422,Debit Card
17748,30733,Debit Card
17749,3906,Debit Card
17750,33746,Gift Card/Voucher
17751,7065,Credit Card
17752,30072,Cash
17753,10189,Cash
17754,28778,Gift Card/Voucher
17755,2972,Cash
17756,22496,Credit Card
17757,37226,Credit Card
17758,36178,Cash
17759,35569,Cash
17760,902,Credit Card
17761,24770,Cash
17762,24853,Cash
17763,18102,Credit Card
17764,15506,Debit Card
17765,4540,Cash
17766,19896,Cash
17767,25426,Cash
17768,3434,Debit Card
17769,13287,Debit Card
17770,4836,Cash
17771,13302,Credit Card
17772,35718,Gift Card/Voucher
17773,24863,Debit Card
17774,2514,Gift Card/Voucher
17775,20119,Cash
17776,8559,Gift Card/Voucher
17777,11736,Debit Card
17778,9321,Gift Card/Voucher
17779,14217,Cash
17780,8686,Gift Card/Voucher
17781,63,Gift Card/Voucher
17782,25569,Debit Card
17783,6975,Credit Card
17784,25281,Debit Card
17785,25912,Cash
17786,19287,Gift Card/Voucher
17787,21876,Debit Card
17788,14743,Credit Card
17789,33665,Debit Card
17790,8632,Cash
17791,2934,Cash
17792,21819,Credit Card
17793,20507,Cash
17794,25326,Credit Card
17795,31825,Gift Card/Voucher
17796,31802,Cash
17797,37918,Cash
17798,12281,Debit Card
17799,20279,Gift Card/Voucher
17800,5856,Debit Card
17801,35227,Gift Card/Voucher
17802,8145,Credit Card
17803,28153,Credit Card
17804,36743,Gift Card/Voucher
17805,4453,Credit Card
17806,39626,Credit Card
17807,4184,Gift Card/Voucher
17808,31972,Credit Card
17809,356,Gift Card/Voucher
17810,39960,Gift Card/Voucher
17811,32772,Gift Card/Voucher
17812,38264,Gift Card/Voucher
17813,32528,Gift Card/Voucher
17814,27578,Cash
17815,21731,Credit Card
17816,16068,Gift Card/Voucher
17817,10928,Gift Card/Voucher
17818,28466,Credit Card
17819,23929,Credit Card
17820,8164,Credit Card
17821,5720,Cash
17822,24105,Debit Card
17823,7590,Cash
17824,12834,Gift Card/Voucher
17825,12633,Credit Card
17826,24176,Debit Card
17827,8135,Gift Card/Voucher
17828,36826,Credit Card
17829,4846,Gift Card/Voucher
17830,33814,Cash
17831,26398,Gift Card/Voucher
17832,6843,Gift Card/Voucher
17833,38997,Credit Card
17834,29969,Gift Card/Voucher
17835,27318,Debit Card
17836,750,Credit Card
17837,25998,Gift Card/Voucher
17838,1103,Cash
17839,18116,Debit Card
17840,1924,Cash
17841,3567,Gift Card/Voucher
17842,21493,Cash
17843,26888,Debit Card
17844,5102,Debit Card
17845,34995,Credit Card
17846,32755,Debit Card
17847,6009,Cash
17848,22287,Gift Card/Voucher
17849,30664,Gift Card/Voucher
17850,31064,Gift Card/Voucher
17851,27201,Gift Card/Voucher
17852,13629,Cash
17853,22788,Cash
17854,15964,Credit Card
17855,3944,Cash
17856,30291,Cash
17857,27871,Credit Card
17858,27748,Debit Card
17859,779,Gift Card/Voucher
17860,8422,Cash
17861,28642,Debit Card
17862,37358,Debit Card
17863,37486,Credit Card
17864,10829,Gift Card/Voucher
17865,4376,Debit Card
17866,30729,Gift Card/Voucher
17867,24548,Debit Card
17868,12181,Credit Card
17869,5574,Cash
17870,34835,Debit Card
17871,34795,Cash
17872,18169,Credit Card
17873,5099,Credit Card
17874,2699,Gift Card/Voucher
17875,12816,Debit Card
17876,13267,Gift Card/Voucher
17877,9148,Gift Card/Voucher
17878,8827,Credit Card
17879,4311,Credit Card
17880,16323,Credit Card
17881,39098,Gift Card/Voucher
17882,34397,Gift Card/Voucher
17883,16871,Gift Card/Voucher
17884,14577,Credit Card
17885,34080,Gift Card/Voucher
17886,993,Gift Card/Voucher
17887,25595,Cash
17888,18470,Gift Card/Voucher
17889,32121,Gift Card/Voucher
17890,5514,Gift Card/Voucher
17891,24881,Cash
17892,16737,Gift Card/Voucher
17893,15161,Credit Card
17894,24245,Debit Card
17895,6729,Debit Card
17896,32584,Gift Card/Voucher
17897,23309,Gift Card/Voucher
17898,31889,Debit Card
17899,21358,Credit Card
17900,16503,Credit Card
17901,5794,Cash
17902,16286,Debit Card
17903,33739,Debit Card
17904,35738,Cash
17905,35413,Cash
17906,3124,Cash
17907,1569,Credit Card
17908,39799,Cash
17909,4721,Debit Card
17910,15362,Debit Card
17911,38269,Credit Card
17912,29682,Credit Card
17913,38038,Credit Card
17914,5883,Cash
17915,8980,Credit Card
17916,24215,Credit Card
17917,15703,Debit Card
17918,14266,Gift Card/Voucher
17919,4736,Debit Card
17920,18292,Cash
17921,8463,Credit Card
17922,27564,Debit Card
17923,15384,Gift Card/Voucher
17924,1148,Cash
17925,22553,Debit Card
17926,26357,Cash
17927,24392,Cash
17928,6059,Debit Card
17929,19974,Cash
17930,39020,Cash
17931,33186,Gift Card/Voucher
17932,32874,Credit Card
17933,20676,Debit Card
17934,38314,Credit Card
17935,20840,Gift Card/Voucher
17936,4500,Cash
17937,4270,Gift Card/Voucher
17938,7888,Gift Card/Voucher
17939,5433,Cash
17940,27495,Cash
17941,31345,Gift Card/Voucher
17942,29327,Cash
17943,6928,Debit Card
17944,2185,Gift Card/Voucher
17945,21860,Credit Card
17946,9634,Debit Card
17947,3325,Cash
17948,30079,Debit Card
17949,20550,Debit Card
17950,22139,Cash
17951,5851,Cash
17952,24625,Debit Card
17953,35920,Gift Card/Voucher
17954,34374,Gift Card/Voucher
17955,32852,Credit Card
17956,18846,Credit Card
17957,16354,Cash
17958,38881,Credit Card
17959,10531,Gift Card/Voucher
17960,30111,Credit Card
17961,7045,Cash
17962,15014,Credit Card
17963,18745,Cash
17964,15664,Cash
17965,21331,Cash
17966,10730,Cash
17967,28871,Cash
17968,35956,Credit Card
17969,6809,Cash
17970,5398,Cash
17971,7808,Credit Card
17972,39728,Debit Card
17973,4123,Credit Card
17974,9859,Debit Card
17975,14934,Debit Card
17976,27155,Credit Card
17977,14509,Cash
17978,29948,Cash
17979,16452,Credit Card
17980,19364,Debit Card
17981,25553,Cash
17982,28986,Credit Card
17983,6546,Credit Card
17984,37230,Gift Card/Voucher
17985,7239,Cash
17986,34534,Credit Card
17987,21296,Debit Card
17988,32618,Credit Card
17989,415,Cash
17990,29362,Credit Card
17991,5999,Debit Card
17992,22845,Debit Card
17993,2613,Credit Card
17994,38536,Credit Card
17995,7892,Credit Card
17996,23508,Cash
17997,20770,Credit Card
17998,20800,Gift Card/Voucher
17999,6312,Cash
18000,27069,Gift Card/Voucher
18001,15339,Gift Card/Voucher
18002,33345,Cash
18003,34684,Gift Card/Voucher
18004,22360,Debit Card
18005,13228,Debit Card
18006,31470,Cash
18007,27951,Cash
18008,25732,Credit Card
18009,1087,Credit Card
18010,4363,Gift Card/Voucher
18011,14666,Gift Card/Voucher
18012,14010,Debit Card
18013,10489,Debit Card
18014,7207,Gift Card/Voucher
18015,19071,Credit Card
18016,20504,Debit Card
18017,12589,Gift Card/Voucher
