Product ID,Product Name,Category,Price,Description
1039,Children's Books,Books & Media,13.47,Children'S Books Children's Books Children's Books Children's Books Children's Books Children's Books Children's Books.
1040,Comic Conventions,Books & Media,28.91,Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions.
1041,Audio Books,Books & Media,11.35,Audio Books Audio Books Audio Books Audio Books.
1042,Video Games,Books & Media,33.93,Video Games Video Games Video Games Video Games Video Games.
1043,Fiction Books,Books & Media,32.8,Fiction Books Fiction Books Fiction Books Fiction Books.
1044,History Books,Books & Media,19.98,History Books History Books History Books History Books.
1045,History Books,Books & Media,41.85,History Books History Books History Books History Books History Books.
1046,Science Books,Books & Media,13.52,Science Books Science Books Science Books Science Books Science Books Science Books.
1047,Young Adult Fiction,Books & Media,44.98,Young Adult Fiction Young Adult Fiction Young Adult Fiction Young Adult Fiction Young Adult Fiction Young Adult Fiction Young Adult Fiction Young Adult Fiction.
1048,Concerts,Books & Media,20.56,Concerts Concerts Concerts Concerts.
1049,Mystery Novels,Books & Media,33.9,Mystery Novels Mystery Novels Mystery Novels Mystery Novels Mystery Novels Mystery Novels.
1050,Vinyl Records,Books & Media,34.48,Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records.
1051,Ballet Performances,Books & Media,15.84,Ballet Performances Ballet Performances Ballet Performances Ballet Performances Ballet Performances Ballet Performances.
1052,Fantasy Books,Books & Media,48.01,Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books.
1053,Art and Photography Books,Books & Media,32.76,Art And Photography Books Art and Photography Books Art and Photography Books Art and Photography Books.
1054,Virtual Reality Experiences,Books & Media,6.89,Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences.
1055,Museum Passes,Books & Media,6.22,Museum Passes Museum Passes Museum Passes Museum Passes Museum Passes Museum Passes.
1056,Comics and Graphic Novels,Books & Media,17.87,Comics And Graphic Novels Comics and Graphic Novels Comics and Graphic Novels Comics and Graphic Novels Comics and Graphic Novels.
1057,Board Games,Books & Media,16.56,Board Games Board Games Board Games Board Games Board Games Board Games.
1058,Live Performances Tickets,Books & Media,14.91,Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets.
1059,History Books,Books & Media,44.16,History Books History Books History Books History Books.
1060,Mystery Novels,Books & Media,13.48,Mystery Novels Mystery Novels Mystery Novels Mystery Novels Mystery Novels.
1061,Vinyl Records,Books & Media,47.11,Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records.
1062,Educational Software,Books & Media,14.65,Educational Software Educational Software Educational Software Educational Software Educational Software Educational Software.
1063,Vinyl Records,Books & Media,47.18,Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records.
1064,Video Games,Books & Media,47.67,Video Games Video Games Video Games.
1065,Vinyl Records,Books & Media,38.03,Vinyl Records Vinyl Records Vinyl Records.
1066,Blu-rays,Books & Media,18.58,Blu-Rays Blu-rays Blu-rays Blu-rays Blu-rays Blu-rays Blu-rays.
1067,"Streaming Services (e.g., Netflix)",Books & Media,11.46,"Streaming Services (E.G., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix)."
1068,History Books,Books & Media,7.35,History Books History Books History Books History Books History Books History Books.
1069,Self-Help Books,Books & Media,39.84,Self-Help Books Self-Help Books Self-Help Books Self-Help Books.
1070,Book Clubs,Books & Media,11.42,Book Clubs Book Clubs Book Clubs.
1071,Book Clubs,Books & Media,7.33,Book Clubs Book Clubs Book Clubs Book Clubs Book Clubs.
1072,Science Fiction Books,Books & Media,21.91,Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books.
1073,Audio Books,Books & Media,24.71,Audio Books Audio Books Audio Books Audio Books.
1074,Opera Performances,Books & Media,43.27,Opera Performances Opera Performances Opera Performances Opera Performances Opera Performances Opera Performances.
1075,Film Screenings,Books & Media,35.26,Film Screenings Film Screenings Film Screenings Film Screenings Film Screenings Film Screenings.
1076,Movies in Theaters,Books & Media,39.02,Movies In Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters.
1077,Theater Tickets,Books & Media,39.34,Theater Tickets Theater Tickets Theater Tickets Theater Tickets Theater Tickets Theater Tickets.
1078,Children's Books,Books & Media,14.14,Children'S Books Children's Books Children's Books Children's Books Children's Books Children's Books.
1079,Cookbooks,Books & Media,26.23,Cookbooks Cookbooks Cookbooks.
1080,Educational Software,Books & Media,37.78,Educational Software Educational Software Educational Software Educational Software.
1081,Children's Books,Books & Media,45.17,Children'S Books Children's Books Children's Books Children's Books.
1082,Book Clubs,Books & Media,40.75,Book Clubs Book Clubs Book Clubs Book Clubs.
1083,"Streaming Services (e.g., Netflix)",Books & Media,11.54,"Streaming Services (E.G., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix)."
1084,Cookbooks,Books & Media,27.04,Cookbooks Cookbooks Cookbooks Cookbooks Cookbooks Cookbooks Cookbooks Cookbooks.
1085,Live Performances Tickets,Books & Media,28.61,Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets.
1086,Board Games,Books & Media,25.55,Board Games Board Games Board Games Board Games Board Games.
1087,Movies in Theaters,Books & Media,39.85,Movies In Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters.
1088,Fiction Books,Books & Media,5.22,Fiction Books Fiction Books Fiction Books.
1089,History Books,Books & Media,31.44,History Books History Books History Books History Books History Books History Books History Books.
1090,Theater Tickets,Books & Media,44.22,Theater Tickets Theater Tickets Theater Tickets Theater Tickets Theater Tickets Theater Tickets.
1091,Science Books,Books & Media,12.04,Science Books Science Books Science Books Science Books.
1092,Mystery Novels,Books & Media,13.91,Mystery Novels Mystery Novels Mystery Novels Mystery Novels Mystery Novels Mystery Novels.
1093,Concert Tickets,Books & Media,15.66,Concert Tickets Concert Tickets Concert Tickets Concert Tickets Concert Tickets Concert Tickets Concert Tickets.
1094,Movies in Theaters,Books & Media,17.72,Movies In Theaters Movies in Theaters Movies in Theaters Movies in Theaters.
1095,Music Festivals,Books & Media,15.42,Music Festivals Music Festivals Music Festivals Music Festivals Music Festivals.
1096,Opera Performances,Books & Media,25.31,Opera Performances Opera Performances Opera Performances Opera Performances Opera Performances Opera Performances.
1097,Comic Conventions,Books & Media,30.52,Comic Conventions Comic Conventions Comic Conventions Comic Conventions.
1098,Museum Passes,Books & Media,7.84,Museum Passes Museum Passes Museum Passes.
1099,Trivia Nights,Books & Media,30.89,Trivia Nights Trivia Nights Trivia Nights Trivia Nights.
1100,TV Shows,Books & Media,27.85,Tv Shows TV Shows TV Shows TV Shows TV Shows.
1101,Magazines,Books & Media,29.2,Magazines Magazines Magazines Magazines Magazines Magazines.
1102,Puzzles,Books & Media,32.41,Puzzles Puzzles Puzzles Puzzles Puzzles Puzzles Puzzles Puzzles.
1103,Virtual Reality Experiences,Books & Media,18.01,Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences.
1104,Trivia Nights,Books & Media,6.82,Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights.
1105,Karaoke Nights,Books & Media,37.49,Karaoke Nights Karaoke Nights Karaoke Nights Karaoke Nights Karaoke Nights Karaoke Nights.
1106,Comic Conventions,Books & Media,47.96,Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions.
1107,Newspapers,Books & Media,33.12,Newspapers Newspapers Newspapers Newspapers Newspapers.
1108,Self-Help Books,Books & Media,23.8,Self-Help Books Self-Help Books Self-Help Books Self-Help Books Self-Help Books Self-Help Books Self-Help Books.
1109,Film Screenings,Books & Media,43.43,Film Screenings Film Screenings Film Screenings Film Screenings Film Screenings Film Screenings.
1110,Movies in Theaters,Books & Media,8.45,Movies In Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters.
1111,Magazines,Books & Media,23.72,Magazines Magazines Magazines Magazines Magazines Magazines Magazines Magazines.
1112,Children's Books,Books & Media,31.22,Children'S Books Children's Books Children's Books.
1113,Art and Photography Books,Books & Media,28.11,Art And Photography Books Art and Photography Books Art and Photography Books Art and Photography Books Art and Photography Books.
1114,Sports Events Tickets,Books & Media,16.28,Sports Events Tickets Sports Events Tickets Sports Events Tickets Sports Events Tickets.
1115,Cooking Shows,Books & Media,43.55,Cooking Shows Cooking Shows Cooking Shows Cooking Shows Cooking Shows Cooking Shows Cooking Shows.
1116,Music Festivals,Books & Media,35.15,Music Festivals Music Festivals Music Festivals Music Festivals.
1117,Film Screenings,Books & Media,33.96,Film Screenings Film Screenings Film Screenings Film Screenings Film Screenings.
1118,Science Fiction Books,Books & Media,17.78,Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books.
1119,Art Exhibitions,Books & Media,18.61,Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions.
1120,Self-Help Books,Books & Media,5.07,Self-Help Books Self-Help Books Self-Help Books Self-Help Books.
1121,Fiction Books,Books & Media,12.25,Fiction Books Fiction Books Fiction Books Fiction Books.
1122,Documentaries,Books & Media,48.43,Documentaries Documentaries Documentaries.
1123,Science Fiction Books,Books & Media,44.5,Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books.
1124,Art and Photography Books,Books & Media,23.88,Art And Photography Books Art and Photography Books Art and Photography Books.
1125,Non-Fiction Books,Books & Media,49.59,Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books.
1126,Concerts,Books & Media,7.08,Concerts Concerts Concerts Concerts Concerts Concerts.
1127,Children's Books,Books & Media,16.97,Children'S Books Children's Books Children's Books Children's Books.
1128,Fantasy Books,Books & Media,37.35,Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books.
1129,History Books,Books & Media,5.13,History Books History Books History Books History Books History Books History Books History Books History Books.
1130,Theater Productions,Books & Media,13.74,Theater Productions Theater Productions Theater Productions Theater Productions Theater Productions Theater Productions Theater Productions Theater Productions.
1131,Romance Novels,Books & Media,9.58,Romance Novels Romance Novels Romance Novels Romance Novels.
1132,Self-Help Books,Books & Media,18.8,Self-Help Books Self-Help Books Self-Help Books.
1133,Virtual Reality Experiences,Books & Media,13.81,Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences.
1134,Comic Conventions,Books & Media,36.51,Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions.
1135,Puzzles,Books & Media,32.42,Puzzles Puzzles Puzzles Puzzles Puzzles Puzzles Puzzles.
1136,Theater Tickets,Books & Media,26.65,Theater Tickets Theater Tickets Theater Tickets Theater Tickets.
1137,Museum Passes,Books & Media,21.18,Museum Passes Museum Passes Museum Passes Museum Passes Museum Passes Museum Passes.
1138,Non-Fiction Books,Books & Media,25.61,Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books.
1139,Film Screenings,Books & Media,44.7,Film Screenings Film Screenings Film Screenings Film Screenings Film Screenings Film Screenings Film Screenings.
1140,Educational Software,Books & Media,39.54,Educational Software Educational Software Educational Software Educational Software.
1141,Opera Performances,Books & Media,39.36,Opera Performances Opera Performances Opera Performances Opera Performances Opera Performances Opera Performances.
1142,Coloring Books,Books & Media,42.81,Coloring Books Coloring Books Coloring Books Coloring Books Coloring Books.
1143,Theater Productions,Books & Media,34.02,Theater Productions Theater Productions Theater Productions Theater Productions.
1144,Art Exhibitions,Books & Media,49.85,Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions.
1145,Self-Help Books,Books & Media,37.52,Self-Help Books Self-Help Books Self-Help Books Self-Help Books Self-Help Books.
1146,Science Fiction Books,Books & Media,11.31,Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books Science Fiction Books.
1147,CDs,Books & Media,22.28,Cds CDs CDs CDs CDs CDs CDs.
1148,Video Games,Books & Media,41.84,Video Games Video Games Video Games Video Games Video Games.
1149,Documentaries,Books & Media,33.57,Documentaries Documentaries Documentaries Documentaries.
1150,Trivia Nights,Books & Media,48.5,Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights.
1151,DVDs,Books & Media,25.35,Dvds DVDs DVDs DVDs.
1152,Self-Help Books,Books & Media,42.07,Self-Help Books Self-Help Books Self-Help Books Self-Help Books.
1153,Opera Performances,Books & Media,37.89,Opera Performances Opera Performances Opera Performances Opera Performances Opera Performances Opera Performances Opera Performances.
1154,Audio Books,Books & Media,25.79,Audio Books Audio Books Audio Books Audio Books Audio Books Audio Books.
1155,Film Screenings,Books & Media,10.08,Film Screenings Film Screenings Film Screenings.
1156,E-books,Books & Media,11.06,E-Books E-books E-books E-books E-books E-books.
1157,Video Games,Books & Media,44.94,Video Games Video Games Video Games Video Games.
1158,Comics and Graphic Novels,Books & Media,13.14,Comics And Graphic Novels Comics and Graphic Novels Comics and Graphic Novels Comics and Graphic Novels Comics and Graphic Novels Comics and Graphic Novels Comics and Graphic Novels Comics and Graphic Novels.
1159,Comic Conventions,Books & Media,19.13,Comic Conventions Comic Conventions Comic Conventions Comic Conventions.
1160,Puzzles,Books & Media,25.3,Puzzles Puzzles Puzzles Puzzles.
1161,Magazines,Books & Media,27.84,Magazines Magazines Magazines Magazines.
1162,Book Signings,Books & Media,16.54,Book Signings Book Signings Book Signings Book Signings Book Signings Book Signings Book Signings Book Signings.
1163,Blu-rays,Books & Media,35.13,Blu-Rays Blu-rays Blu-rays Blu-rays Blu-rays Blu-rays Blu-rays Blu-rays.
1164,Movies in Theaters,Books & Media,10.46,Movies In Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters.
1165,Newspapers,Books & Media,41.82,Newspapers Newspapers Newspapers Newspapers.
1166,Book Clubs,Books & Media,41.53,Book Clubs Book Clubs Book Clubs Book Clubs Book Clubs Book Clubs Book Clubs.
1167,E-books,Books & Media,8.59,E-Books E-books E-books E-books E-books E-books E-books E-books.
1168,CDs,Books & Media,43.88,Cds CDs CDs CDs CDs CDs CDs.
1169,History Books,Books & Media,38.75,History Books History Books History Books History Books History Books History Books History Books.
1170,Puzzles,Books & Media,6.68,Puzzles Puzzles Puzzles Puzzles.
1171,Art Exhibitions,Books & Media,47.05,Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions.
1172,"Streaming Services (e.g., Netflix)",Books & Media,32.69,"Streaming Services (E.G., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix)."
1173,Live Performances Tickets,Books & Media,9.33,Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets.
1174,Newspapers,Books & Media,6.47,Newspapers Newspapers Newspapers Newspapers Newspapers.
1175,Audio Books,Books & Media,46.27,Audio Books Audio Books Audio Books.
1176,Karaoke Nights,Books & Media,30.63,Karaoke Nights Karaoke Nights Karaoke Nights.
1177,Comic Conventions,Books & Media,30.08,Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions.
1178,Ballet Performances,Books & Media,7.58,Ballet Performances Ballet Performances Ballet Performances Ballet Performances Ballet Performances Ballet Performances Ballet Performances.
1179,Children's Books,Books & Media,49.29,Children'S Books Children's Books Children's Books Children's Books.
1180,Art Exhibitions,Books & Media,32.35,Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions.
1181,History Books,Books & Media,17.49,History Books History Books History Books History Books History Books History Books History Books.
1182,Comic Conventions,Books & Media,48.78,Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions Comic Conventions.
1183,Online Courses,Books & Media,41.09,Online Courses Online Courses Online Courses Online Courses Online Courses.
1184,Board Games,Books & Media,34.32,Board Games Board Games Board Games Board Games.
1185,Non-Fiction Books,Books & Media,13.71,Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books Non-Fiction Books.
1186,Podcasts,Books & Media,26.95,Podcasts Podcasts Podcasts Podcasts Podcasts Podcasts Podcasts Podcasts.
1187,Movies in Theaters,Books & Media,40.83,Movies In Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters.
1188,History Books,Books & Media,39.56,History Books History Books History Books History Books History Books History Books History Books History Books.
1189,Concerts,Books & Media,46.45,Concerts Concerts Concerts Concerts Concerts.
1190,Blu-rays,Books & Media,31.5,Blu-Rays Blu-rays Blu-rays Blu-rays Blu-rays Blu-rays.
1191,Opera Performances,Books & Media,21.92,Opera Performances Opera Performances Opera Performances Opera Performances.
1192,Sports Events Tickets,Books & Media,43.49,Sports Events Tickets Sports Events Tickets Sports Events Tickets Sports Events Tickets Sports Events Tickets Sports Events Tickets Sports Events Tickets.
1193,Self-Help Books,Books & Media,11.9,Self-Help Books Self-Help Books Self-Help Books Self-Help Books Self-Help Books.
1194,Children's Books,Books & Media,32.58,Children'S Books Children's Books Children's Books Children's Books Children's Books Children's Books.
1195,Live Performances Tickets,Books & Media,22.56,Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets.
1196,Science Books,Books & Media,35.99,Science Books Science Books Science Books Science Books.
1197,Museum Passes,Books & Media,12.18,Museum Passes Museum Passes Museum Passes Museum Passes Museum Passes.
1198,Online Courses,Books & Media,29.94,Online Courses Online Courses Online Courses Online Courses Online Courses.
1199,Music Festivals,Books & Media,46.73,Music Festivals Music Festivals Music Festivals Music Festivals Music Festivals Music Festivals.
1200,Educational Software,Books & Media,47.26,Educational Software Educational Software Educational Software Educational Software Educational Software Educational Software Educational Software.
1201,Art and Photography Books,Books & Media,31.89,Art And Photography Books Art and Photography Books Art and Photography Books Art and Photography Books.
1202,Cookbooks,Books & Media,27.2,Cookbooks Cookbooks Cookbooks Cookbooks Cookbooks Cookbooks.
1203,Virtual Reality Experiences,Books & Media,49.27,Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences Virtual Reality Experiences.
1204,Karaoke Nights,Books & Media,43.06,Karaoke Nights Karaoke Nights Karaoke Nights Karaoke Nights Karaoke Nights Karaoke Nights.
1205,Educational Software,Books & Media,44.83,Educational Software Educational Software Educational Software.
1206,Vinyl Records,Books & Media,37.57,Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records.
1207,Fantasy Books,Books & Media,28.7,Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books Fantasy Books.
1208,Audio Books,Books & Media,13.62,Audio Books Audio Books Audio Books Audio Books.
1209,Museum Passes,Books & Media,43.04,Museum Passes Museum Passes Museum Passes Museum Passes.
1210,Vinyl Records,Books & Media,36.91,Vinyl Records Vinyl Records Vinyl Records Vinyl Records.
1211,Sports Events Tickets,Books & Media,21.06,Sports Events Tickets Sports Events Tickets Sports Events Tickets Sports Events Tickets.
1212,Trivia Nights,Books & Media,28.17,Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights.
1213,Blu-rays,Books & Media,40.07,Blu-Rays Blu-rays Blu-rays Blu-rays Blu-rays.
1214,Music Festivals,Books & Media,9.5,Music Festivals Music Festivals Music Festivals Music Festivals Music Festivals Music Festivals.
1215,Mystery Novels,Books & Media,49.15,Mystery Novels Mystery Novels Mystery Novels Mystery Novels Mystery Novels Mystery Novels Mystery Novels.
1216,Movies in Theaters,Books & Media,15.81,Movies In Theaters Movies in Theaters Movies in Theaters Movies in Theaters.
1217,Biographies,Books & Media,39.32,Biographies Biographies Biographies Biographies Biographies Biographies Biographies.
1218,Podcasts,Books & Media,8.59,Podcasts Podcasts Podcasts Podcasts Podcasts Podcasts Podcasts.
1219,"Streaming Services (e.g., Netflix)",Books & Media,36.06,"Streaming Services (E.G., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix)."
1220,Theater Productions,Books & Media,15.57,Theater Productions Theater Productions Theater Productions Theater Productions.
1221,Fiction Books,Books & Media,11.45,Fiction Books Fiction Books Fiction Books Fiction Books Fiction Books Fiction Books.
1222,Self-Help Books,Books & Media,39,Self-Help Books Self-Help Books Self-Help Books Self-Help Books Self-Help Books Self-Help Books.
1223,"Streaming Services (e.g., Netflix)",Books & Media,45.38,"Streaming Services (E.G., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix) Streaming Services (e.g., Netflix)."
1224,Coloring Books,Books & Media,35.43,Coloring Books Coloring Books Coloring Books Coloring Books Coloring Books Coloring Books.
1225,Puzzles,Books & Media,25.34,Puzzles Puzzles Puzzles Puzzles Puzzles Puzzles Puzzles Puzzles.
1226,Online Courses,Books & Media,47.53,Online Courses Online Courses Online Courses Online Courses Online Courses Online Courses Online Courses.
1227,CDs,Books & Media,44.94,Cds CDs CDs CDs CDs CDs.
1228,Newspapers,Books & Media,8.34,Newspapers Newspapers Newspapers Newspapers Newspapers.
1229,TV Shows,Books & Media,31.67,Tv Shows TV Shows TV Shows TV Shows TV Shows.
1230,Art and Photography Books,Books & Media,28.86,Art And Photography Books Art and Photography Books Art and Photography Books Art and Photography Books Art and Photography Books.
1231,Movies in Theaters,Books & Media,28.65,Movies In Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters Movies in Theaters.
1232,Book Signings,Books & Media,20.8,Book Signings Book Signings Book Signings Book Signings.
1233,Coloring Books,Books & Media,46.27,Coloring Books Coloring Books Coloring Books Coloring Books Coloring Books Coloring Books.
1234,Online Courses,Books & Media,39.95,Online Courses Online Courses Online Courses Online Courses Online Courses Online Courses Online Courses.
1235,Opera Performances,Books & Media,13.66,Opera Performances Opera Performances Opera Performances Opera Performances.
1236,Theater Tickets,Books & Media,32.25,Theater Tickets Theater Tickets Theater Tickets Theater Tickets Theater Tickets Theater Tickets Theater Tickets.
1237,Board Games,Books & Media,16.97,Board Games Board Games Board Games Board Games.
1238,Art and Photography Books,Books & Media,20.7,Art And Photography Books Art and Photography Books Art and Photography Books Art and Photography Books Art and Photography Books.
1239,Music Festivals,Books & Media,22.26,Music Festivals Music Festivals Music Festivals Music Festivals Music Festivals Music Festivals Music Festivals.
1240,Book Clubs,Books & Media,23.62,Book Clubs Book Clubs Book Clubs Book Clubs.
1241,Theater Productions,Books & Media,7.19,Theater Productions Theater Productions Theater Productions Theater Productions Theater Productions.
1242,Science Books,Books & Media,45.14,Science Books Science Books Science Books Science Books.
1243,DVDs,Books & Media,13.49,Dvds DVDs DVDs DVDs DVDs DVDs DVDs.
1244,Children's Books,Books & Media,36.43,Children'S Books Children's Books Children's Books Children's Books Children's Books Children's Books Children's Books Children's Books.
1245,Art Exhibitions,Books & Media,8.61,Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions.
1246,Art Exhibitions,Books & Media,40.37,Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions Art Exhibitions.
1247,Cookbooks,Books & Media,20.44,Cookbooks Cookbooks Cookbooks Cookbooks.
1248,Science Books,Books & Media,37.91,Science Books Science Books Science Books Science Books Science Books Science Books Science Books.
1249,Video Games,Books & Media,20.29,Video Games Video Games Video Games Video Games.
1250,Art and Photography Books,Books & Media,30.08,Art And Photography Books Art and Photography Books Art and Photography Books Art and Photography Books Art and Photography Books.
1251,Science Books,Books & Media,11.25,Science Books Science Books Science Books Science Books Science Books Science Books.
1252,Mystery Novels,Books & Media,6.22,Mystery Novels Mystery Novels Mystery Novels Mystery Novels.
1253,Newspapers,Books & Media,14.71,Newspapers Newspapers Newspapers Newspapers.
1254,Art and Photography Books,Books & Media,6.26,Art And Photography Books Art and Photography Books Art and Photography Books Art and Photography Books.
1255,Vinyl Records,Books & Media,36.21,Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records.
1256,Science Books,Books & Media,33.11,Science Books Science Books Science Books Science Books Science Books Science Books.
1257,Trivia Nights,Books & Media,30.42,Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights.
1258,Science Books,Books & Media,16.28,Science Books Science Books Science Books Science Books.
1259,Podcasts,Books & Media,39.26,Podcasts Podcasts Podcasts Podcasts Podcasts Podcasts.
1260,Concert Tickets,Books & Media,36.93,Concert Tickets Concert Tickets Concert Tickets Concert Tickets Concert Tickets.
1261,Young Adult Fiction,Books & Media,24.48,Young Adult Fiction Young Adult Fiction Young Adult Fiction Young Adult Fiction Young Adult Fiction Young Adult Fiction.
1262,CDs,Books & Media,23.85,Cds CDs CDs CDs CDs CDs CDs CDs.
1263,Blu-rays,Books & Media,44.19,Blu-Rays Blu-rays Blu-rays Blu-rays Blu-rays.
1264,Vinyl Records,Books & Media,29.18,Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records Vinyl Records.
1265,Trivia Nights,Books & Media,34.55,Trivia Nights Trivia Nights Trivia Nights Trivia Nights Trivia Nights.
1266,Coloring Books,Books & Media,30.68,Coloring Books Coloring Books Coloring Books Coloring Books Coloring Books.
1267,DVDs,Books & Media,18.37,Dvds DVDs DVDs DVDs DVDs DVDs DVDs.
1268,Concerts,Books & Media,42.79,Concerts Concerts Concerts Concerts Concerts Concerts.
1269,Concerts,Books & Media,26.58,Concerts Concerts Concerts Concerts.
1270,Blu-rays,Books & Media,14.93,Blu-Rays Blu-rays Blu-rays.
1271,Music Festivals,Books & Media,27.54,Music Festivals Music Festivals Music Festivals Music Festivals.
1272,Science Books,Books & Media,41.05,Science Books Science Books Science Books Science Books.
1273,Audio Books,Books & Media,24.01,Audio Books Audio Books Audio Books Audio Books Audio Books Audio Books.
1274,Live Performances Tickets,Books & Media,30.81,Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets Live Performances Tickets.
1275,Blu-rays,Books & Media,38.22,Blu-Rays Blu-rays Blu-rays.
1276,Documentaries,Books & Media,27.19,Documentaries Documentaries Documentaries Documentaries Documentaries Documentaries Documentaries.
1277,Children's Books,Books & Media,33.79,Children'S Books Children's Books Children's Books Children's Books Children's Books.
1278,CDs,Books & Media,10.94,Cds CDs CDs CDs.
1279,Music Festivals,Books & Media,13.34,Music Festivals Music Festivals Music Festivals Music Festivals Music Festivals Music Festivals.
1280,Self-Help Books,Books & Media,40.13,Self-Help Books Self-Help Books Self-Help Books Self-Help Books Self-Help Books Self-Help Books Self-Help Books.
1281,Video Games,Books & Media,15.31,Video Games Video Games Video Games Video Games Video Games Video Games Video Games.
1282,Online Courses,Books & Media,14.05,Online Courses Online Courses Online Courses Online Courses Online Courses Online Courses Online Courses.
1283,Science Books,Books & Media,13.07,Science Books Science Books Science Books Science Books Science Books.
