Order ID,Product ID,Quantity
36112,1289,5
23694,1024,3
28401,368,5
38963,245,2
20617,1742,5
27640,1816,3
38964,1801,4
34932,1689,3
20446,1705,4
27319,77,3
21165,206,2
33190,381,1
32716,1131,2
35791,2153,4
33478,1618,3
34170,1889,4
27069,1785,4
28929,597,2
23773,516,1
35812,2478,3
23951,1084,4
23948,2017,5
30098,737,1
25194,1980,5
38734,2122,3
24519,146,1
31640,1582,3
30744,317,1
36653,529,5
26350,1465,4
27064,1589,2
30130,994,1
33015,1969,1
29851,1164,4
24344,922,2
35212,2466,5
35564,1632,4
23444,2037,1
23717,1123,4
22137,1848,3
37734,2372,1
37704,1266,2
20353,2449,4
30338,217,5
29041,309,1
34445,1161,3
33323,1635,1
27673,1164,3
25948,2240,4
29154,2395,3
24345,235,2
38313,41,3
27558,1637,2
21253,653,4
29011,2216,2
35910,44,1
23242,2457,2
29806,1489,5
30373,1493,2
26748,1390,1
37029,2111,4
25592,1167,4
29367,1081,4
23964,564,1
26083,43,2
35593,928,5
32209,463,3
31160,897,1
24712,477,1
20266,1193,5
26795,656,3
38052,1536,4
37378,880,4
32299,1582,2
21755,136,1
38238,412,4
28885,2222,1
23564,300,5
35860,1138,2
25726,2035,1
28395,1949,3
20325,620,3
35664,2136,1
21615,1340,2
32944,163,3
38289,931,2
34969,2059,1
29653,2173,1
20167,316,2
26409,320,3
33513,1453,4
30718,917,3
27650,2175,5
39506,2449,1
25245,45,5
32864,207,4
34944,2162,4
31308,723,1
26718,37,5
32052,222,3
36839,132,5
39513,1904,5
22500,1550,1
38764,406,4
36656,1550,2
20280,1043,4
26634,773,1
36712,1591,3
36341,1463,1
29185,2340,4
22692,641,1
20665,1953,4
31194,1520,5
32239,1658,3
28385,1067,1
21962,155,2
36208,1324,4
24264,555,4
35694,1878,3
37362,1738,1
37372,2183,4
23023,1644,1
28276,1896,2
36783,2453,1
22883,486,5
26545,2418,2
29832,2142,2
27881,1670,4
32042,2382,4
28068,948,5
23624,1884,2
22729,868,5
29283,1048,1
33738,1082,3
23965,2389,3
37723,214,3
24141,665,1
36010,1634,5
24143,2374,5
38757,411,2
36341,2123,4
27630,21,2
21911,2216,2
21444,449,5
38829,1330,1
26942,38,3
29984,1745,1
29471,404,2
27803,1894,3
39471,2096,5
30113,1022,4
20208,2182,3
26911,274,1
26906,1823,2
36190,2128,4
28196,532,1
33455,73,4
36764,8,4
29493,1961,3
39772,656,1
37449,2331,3
25080,1588,2
28794,1354,4
30918,357,4
29707,1500,5
37829,2074,1
30863,1932,4
39108,2117,4
21335,1998,4
20630,1674,5
35357,1642,3
21447,1274,3
23639,1356,1
23373,1811,5
37291,518,3
38178,1571,1
23206,424,1
34391,937,5
21118,1352,5
20576,1656,5
30513,283,2
20347,964,2
28376,2268,5
29718,797,4
36192,1819,2
26236,794,2
32190,356,1
27251,524,1
23018,1583,2
38179,2209,2
29538,1930,3
27707,1043,4
22696,660,4
38906,369,5
33238,297,2
37226,1031,1
33913,532,3
34444,925,4
21634,478,2
23219,1129,2
27285,1399,3
29236,283,5
34758,2137,3
38915,1845,2
30378,2413,5
27737,2218,2
38222,1201,3
33322,1598,1
30176,990,5
22992,800,2
26989,87,4
25784,884,5
25120,2218,3
24179,855,5
20875,495,1
36572,2497,5
27311,982,3
32334,1110,3
37870,711,5
36494,151,1
24779,203,1
29304,398,2
23219,1067,1
28433,847,5
22814,1035,3
22372,1687,5
27564,1003,5
22565,1263,1
22217,2322,1
31266,1140,4
34903,1211,4
22695,3,2
23513,1894,4
22221,862,4
31188,1529,3
24286,1764,3
32965,2301,3
38722,1859,3
29736,1140,5
36997,1717,2
32130,146,4
34563,1270,5
27138,98,5
24699,2393,4
33695,427,4
39069,503,5
39299,1280,4
30779,1326,5
32314,814,3
34966,712,2
22142,480,3
33930,1998,5
36638,555,2
22080,1945,2
24574,1820,3
32059,2358,1
39994,1366,4
31442,1561,3
30713,1159,2
26338,359,5
38257,1630,5
27201,2480,3
24776,989,5
38822,234,1
29477,1304,2
30214,2324,1
23819,1461,5
20995,932,1
37778,39,2
35017,1653,3
21404,1897,2
22190,818,3
23679,282,2
26127,266,1
25741,1538,1
27105,1834,4
30957,1537,1
30006,134,1
20175,995,5
31284,2258,5
27236,414,3
35518,2389,2
36366,1386,5
24264,788,5
30218,1178,3
32829,824,4
32779,638,1
28640,2266,3
24362,1541,2
28567,122,4
29482,2217,4
25813,1285,1
31218,1523,3
34164,1389,5
22803,668,2
35264,788,4
20322,853,3
26471,41,4
28634,1961,2
27789,2022,1
37577,1988,2
23764,1167,3
35177,2243,2
23743,1231,1
36228,73,3
26148,685,5
20196,909,4
20032,90,2
39696,2479,1
34405,357,5
30172,1830,1
37062,2153,1
27866,925,2
28452,2495,2
35414,381,5
20760,1382,3
32916,2199,1
22481,1946,2
38647,38,5
30608,633,3
21847,1510,4
30557,298,3
30564,448,4
36061,728,5
34747,1066,2
39948,714,5
22240,1487,4
32402,1068,4
23468,634,3
38862,1485,4
28873,1766,3
23191,527,1
31714,205,5
26759,1719,4
30921,2471,4
21923,948,5
33715,2258,4
21767,1842,1
31639,197,4
27852,299,4
30815,1419,2
34969,815,1
25370,2404,1
22850,1879,2
25616,1100,3
37907,1892,5
28466,1849,1
30925,2005,3
25557,1672,5
39944,8,3
30241,2377,2
29317,522,4
31491,148,5
30682,556,3
22236,2323,4
31976,901,3
21589,1056,3
33484,1130,2
26118,1607,1
33402,248,3
33803,1570,3
20238,2311,2
20991,810,4
32050,2337,2
29106,2270,4
37696,1129,3
37291,2443,1
22507,1695,3
38540,2316,4
21421,2214,2
32691,293,2
36811,2227,3
26139,1668,5
25443,1877,4
26901,684,1
29524,2454,2
32500,1366,5
26564,1345,5
37340,410,4
28331,2063,5
38652,938,1
21132,2106,5
33662,762,4
31809,2333,5
29293,82,5
30094,2282,5
24917,773,5
31450,1408,4
31267,394,5
38220,1907,4
29262,535,3
32297,1272,3
37622,285,3
22045,265,2
25901,251,3
22422,170,3
30453,395,5
29124,598,2
23490,2271,4
29184,532,4
39092,323,4
32286,690,2
29101,26,1
30418,2209,1
23842,565,1
29389,1196,5
25396,1487,1
24138,740,1
24699,12,2
36317,362,1
27382,1749,5
34899,2126,3
33230,1909,2
26602,2345,1
31803,2499,1
34038,912,5
23659,690,2
27753,193,1
31281,2345,5
38579,144,4
27901,1263,2
39336,2456,2
34699,1184,3
31759,1289,2
24376,1172,3
30545,273,4
32729,588,5
27023,1492,1
31268,1762,5
33536,673,5
27500,1223,2
34229,1816,3
38009,62,5
20506,2217,3
25780,2147,3
30067,880,3
20865,1881,1
35508,381,5
24335,892,5
26416,1580,2
33580,9,4
25544,1497,2
32626,492,5
21210,948,3
32007,1554,5
35750,214,1
31972,2072,4
29458,844,4
39153,2134,3
39549,1692,2
34734,103,3
29215,2416,1
29652,1680,4
24315,1265,5
34312,1488,1
28171,515,1
24038,1854,3
24043,2447,2
27940,1873,1
23274,1726,3
25403,562,3
29584,573,5
29995,2288,5
25231,1109,1
31975,1985,5
28073,1678,4
20527,308,4
25297,925,5
30756,1908,2
21984,942,3
35369,802,3
21274,1703,1
29601,1737,1
37278,2074,1
37961,1715,3
29418,571,2
32793,2360,5
28248,2172,1
28920,620,2
22296,1477,3
39080,351,3
25233,783,5
36729,503,1
38775,1882,4
26472,931,2
21907,957,5
33505,1561,1
20681,1778,4
39156,511,2
21048,2500,4
29054,2081,4
35221,1011,1
34248,2199,1
25911,1050,2
34674,2279,1
37743,1262,3
33090,2305,5
29684,962,2
32848,632,1
23052,1084,4
21247,1990,1
26471,1477,2
31172,1032,3
28648,273,3
26475,80,1
25017,1288,5
31535,270,3
32274,84,5
21216,576,3
36911,1226,4
34527,1179,2
34483,1164,2
22414,876,5
30728,130,1
33506,2399,2
20746,1394,1
27851,1893,5
27176,2065,3
33343,2277,3
28804,33,3
30557,1731,3
30009,484,3
24494,1437,3
31572,152,5
33883,1863,1
32303,2382,1
37459,1685,4
35772,2317,5
30550,1509,3
35597,2243,2
26511,2043,5
34622,1647,1
22518,1886,4
29494,2112,2
23098,1519,5
39870,1441,2
37635,2145,1
28582,293,2
34486,340,5
35670,1953,2
22723,524,1
28191,195,5
20507,772,1
33329,734,4
33589,747,5
31256,1225,4
33849,1760,1
28143,933,1
21412,1181,1
37735,676,3
25788,1582,2
27749,1103,4
38717,417,4
30179,442,1
23337,64,3
39185,2331,2
35166,944,2
22136,323,2
29026,1083,3
30150,1451,4
34859,203,1
39274,1730,4
24918,1048,2
28437,1615,5
36346,1750,4
30823,1852,2
23708,869,2
21996,544,1
28141,2370,5
31562,166,3
32756,1221,2
24008,1526,5
28135,1242,5
26344,1815,4
20087,254,5
33211,429,3
37849,1053,1
34481,1369,2
32124,2335,5
23292,810,2
36311,606,2
35835,782,4
24394,204,1
21790,135,2
26826,1512,3
34082,1830,4
29444,2309,5
36190,1833,3
34511,1449,4
27935,351,1
24635,2282,2
36780,709,3
29762,1669,4
34168,2228,3
20153,331,4
20733,2082,3
34869,697,2
20034,2373,1
23042,1055,4
31101,1773,3
28697,1696,2
25456,1810,4
22431,2148,2
33507,2481,3
24087,138,2
24039,1436,2
24861,991,3
21904,343,5
34688,267,4
24758,928,3
37021,1881,5
22974,1378,3
29965,1959,5
29795,1766,3
22700,2070,5
32445,1670,5
37121,566,4
29377,1249,3
36726,2236,4
20054,1188,4
39831,901,4
27122,64,5
20442,1119,4
25036,80,5
31701,75,3
29533,381,1
20681,524,2
32742,1170,5
26707,796,4
34938,1911,3
27639,866,4
23605,1447,2
37468,1496,1
30446,2459,5
30462,269,5
34114,1882,4
28176,1601,1
32355,154,5
23193,1152,1
29587,2247,5
24940,1066,3
21971,2090,5
31180,990,4
27122,1985,1
25250,1054,3
32042,906,3
35055,1684,4
25627,2211,2
20060,1190,2
24747,1000,1
20894,919,5
36674,2351,4
36199,1700,4
26914,603,2
35827,544,1
31894,780,1
34062,392,3
33334,1814,3
23469,2259,1
23765,463,1
30686,454,2
23163,2085,4
28779,811,3
32750,1850,3
29091,2402,4
22649,809,2
24909,435,1
38628,1766,1
28280,1228,3
31135,578,2
39729,1511,1
34380,1722,2
25183,1652,5
35917,771,2
36565,2038,5
22290,1533,5
26980,837,5
30776,1698,1
21035,2142,5
30801,1946,4
34031,2464,4
21188,1593,5
31700,585,5
26707,1543,1
23435,830,2
27186,367,2
20139,2476,1
26115,1060,5
24651,1825,4
30542,1257,1
37551,979,1
28296,1201,2
25638,1479,2
34898,1861,1
23138,2098,4
38018,1449,1
28458,8,2
33982,1882,3
27361,2182,3
25380,1547,1
34703,346,1
30328,2011,3
22076,1056,3
37802,2296,5
30856,585,1
29175,1427,1
25166,819,2
24908,1959,5
25133,1191,4
38716,224,2
34803,460,5
35074,2139,1
23958,2167,4
34884,2065,1
27614,454,4
26856,1642,4
37950,1698,4
39619,530,5
37788,453,2
34204,1700,3
22100,2008,2
28343,1100,5
24653,1416,5
38896,5,5
22031,1352,1
33100,2155,3
20249,1754,3
39745,254,2
31526,1003,2
29863,1044,3
36315,754,3
20593,150,3
36884,2400,3
20935,1026,4
39528,1260,4
29271,1492,3
23933,562,1
28871,386,1
30789,746,4
29672,490,1
39321,70,4
33130,1115,2
30311,1082,3
20845,408,2
32242,1906,2
37563,531,2
39137,120,4
23170,917,4
24293,762,2
36461,349,5
23865,1036,3
39404,148,4
27343,615,5
22676,379,4
29466,1677,2
25248,2362,2
31353,514,1
37822,1935,5
24392,1694,2
36382,1712,1
35378,1175,4
28540,1114,3
28456,1421,2
33248,2213,1
32860,186,3
30998,1818,3
34721,2354,5
20023,2214,2
24178,1911,2
34435,1392,1
20379,2088,4
35096,1012,5
23968,1189,3
35259,185,2
34368,1361,4
24359,956,2
21163,302,1
30540,1986,1
27074,2055,1
34257,1294,4
36448,484,3
32974,262,3
39506,653,5
38896,992,1
20680,1947,5
22257,2114,4
27088,746,2
27478,2379,4
28892,1899,4
29251,1679,2
25918,75,1
23470,714,4
21808,1012,1
20088,1080,2
34965,2037,4
30104,2441,4
24991,120,4
28381,1640,5
20567,942,4
30984,802,5
20865,1101,1
22622,1483,3
36978,772,3
22368,2473,2
34363,1718,2
29415,1938,2
33556,658,4
24132,1077,4
23594,1032,5
26469,189,2
36010,1437,5
24813,2223,2
28962,142,4
31499,771,5
26435,2157,5
36290,1090,1
30879,1531,4
34888,2038,3
36292,443,1
21318,310,5
23275,111,4
31350,1333,1
23546,1059,2
34791,1906,1
29043,1892,1
32989,752,3
32859,1828,3
23251,2174,3
34675,1967,1
27738,302,5
26963,1405,1
27867,2408,5
24333,120,2
24220,262,5
27646,1027,5
31160,1484,3
24756,484,1
29116,1977,3
23879,777,1
31108,1658,1
31660,2093,5
34766,27,1
31030,1413,1
32606,1762,3
25329,1453,1
35041,1651,2
23041,2412,3
26269,1188,5
29549,406,2
29055,2280,4
23899,1648,5
24944,1730,2
35312,572,2
39185,2476,2
31980,517,3
29547,2385,1
32296,149,1
20194,1064,3
36043,14,3
30809,949,1
29070,1557,1
37968,1022,1
27053,1931,1
37045,1264,1
33720,1386,2
32879,1193,1
30952,1288,5
35912,1833,2
26748,518,5
30706,1920,1
34695,320,3
33996,2491,3
25458,163,4
27294,1508,1
31490,2096,2
24820,145,4
35180,2129,2
29004,1477,4
20812,1689,3
29100,253,1
39521,248,2
34511,852,2
26759,42,4
39876,911,3
39905,230,3
33683,195,2
29183,168,1
39386,367,5
31135,2405,1
29862,1084,2
21596,1523,4
28016,2068,1
29567,826,4
22976,1204,3
26441,2457,1
20516,1482,5
38138,1273,5
20831,343,5
27368,2076,3
25401,219,2
24470,2143,2
22715,1636,4
25954,494,2
38910,829,1
39204,2059,2
37740,1197,4
34617,449,1
32007,951,4
27336,108,4
27281,177,2
38157,67,5
36740,2351,5
20046,653,5
32856,2381,2
38983,1867,4
28760,2206,3
33721,2382,5
29618,1832,2
38966,2084,3
30638,684,2
35631,2161,5
36583,1103,2
37098,2017,5
38090,2472,2
28213,340,4
31763,1110,3
30909,2326,1
28162,1346,3
24664,613,3
39378,243,1
22989,523,1
29484,1324,3
22359,1857,4
33704,1959,1
33408,618,4
30166,205,2
27306,1367,3
26905,1788,5
26045,535,3
37065,1219,5
22317,620,2
39639,857,2
36669,356,3
37802,340,5
39711,836,5
24868,2063,5
21432,515,3
36456,435,5
30638,2025,5
32034,2010,4
27436,2107,3
27284,1430,2
23663,1272,2
38175,2429,3
34566,345,5
28742,2041,1
20233,1262,1
35366,2314,4
34020,46,4
28184,1429,5
37199,623,5
20021,2013,4
32716,2495,2
27783,267,5
21062,1853,2
23584,673,5
39092,1879,3
39849,1316,2
22448,396,4
38797,319,5
23707,105,5
28134,1210,5
34679,315,2
35375,1547,1
20239,1562,1
31230,1693,2
30300,1896,3
24799,2092,4
30558,682,4
25312,694,2
35099,752,5
38283,175,2
38322,2040,2
24360,2417,3
38346,2043,1
23040,1268,2
33134,1797,3
20915,1912,3
25879,2177,1
25645,1945,5
25340,5,4
20117,218,2
32711,1302,4
32763,888,3
22364,251,1
33217,1218,5
37865,1700,1
34130,768,5
31194,2008,5
35907,645,5
27281,660,4
25010,1916,2
25314,1581,1
21067,1301,3
38444,639,2
27541,703,4
30891,124,3
30715,1219,3
37827,118,2
20633,484,4
31175,2373,1
28894,2398,5
26864,896,5
20719,1366,5
30739,1828,5
35674,1314,4
20812,757,5
38043,1556,5
33500,2143,1
24095,1347,5
38020,517,5
26753,2029,1
22572,460,3
31373,1660,1
33815,1547,2
39315,26,5
30809,1823,3
34204,1604,4
34139,2112,5
23198,1819,1
26598,1902,2
37585,2327,1
20500,2099,1
32057,1836,3
25869,195,2
34498,1664,1
39670,1798,5
37764,2117,1
37285,690,3
39484,1146,5
32678,1755,5
23216,2119,1
38763,1912,5
31880,16,5
32354,1279,5
25100,114,4
38806,211,5
34575,1278,1
30294,728,1
32625,1870,3
21669,1585,3
31651,1292,5
35304,2201,5
37528,1226,5
39586,1352,2
36268,548,2
21772,2474,4
35207,954,1
34662,735,3
26175,351,4
32556,246,4
24300,986,5
28965,1883,5
28666,2114,3
38957,967,5
23296,1844,5
32572,1427,2
36416,2141,5
25018,1149,5
31749,2442,5
33196,1866,1
20990,1090,3
32756,481,1
31168,1161,2
38389,1623,1
35959,240,3
38666,1630,4
21417,1378,2
36368,318,5
33373,153,2
24980,591,4
24697,2400,1
24671,2003,2
23795,1105,5
36221,1288,4
39239,1236,5
26135,1732,1
39556,286,3
34343,1249,3
36402,870,5
38781,1344,1
36233,265,1
39636,1648,1
23961,622,2
23625,722,2
38570,1370,1
27556,2254,2
22833,14,4
24529,94,4
20054,1747,2
29460,2153,4
30225,1347,3
36834,20,1
25815,1156,4
28927,666,3
26710,120,3
31199,501,3
38738,375,5
31448,1812,4
30770,1656,2
20271,1206,3
32058,2160,3
23878,1099,3
26185,747,5
28531,2478,3
26520,444,3
39526,2210,5
29776,773,3
21878,570,5
33575,749,3
33547,637,4
20134,2143,5
27469,2266,2
24052,2155,1
32489,1836,4
28523,1475,4
23891,1488,1
38717,1023,4
32082,212,3
29911,207,3
27374,151,5
37895,1053,3
26797,898,2
28514,2157,1
27341,1851,3
38568,1224,4
32767,1254,2
22814,1719,3
32445,1563,3
36376,245,2
26733,438,4
23230,1446,2
37964,400,5
33078,1437,4
38290,830,4
24259,533,5
24225,2238,3
31314,2181,1
33923,1854,5
31931,1139,3
25349,2293,1
24738,1410,5
28798,849,3
31373,1848,5
36773,1133,2
30018,698,3
38298,143,3
21134,463,5
25736,84,3
26124,1768,4
27472,1949,3
39990,2414,1
36791,891,1
24799,1148,3
27295,994,3
22475,309,3
26886,14,3
26461,2445,3
36556,1209,3
21335,1290,5
37240,182,1
29172,2057,2
24737,1029,2
35385,950,1
39043,350,5
28802,21,5
36521,146,4
34700,973,2
30677,2324,5
22631,1108,2
30315,1981,5
36129,651,4
27589,2308,3
34827,1212,2
33673,2253,4
28049,733,4
29623,2137,3
30406,252,1
20621,2359,1
21983,411,5
27922,750,2
39670,762,3
33748,348,3
39158,1734,3
33187,918,5
23946,728,4
35587,2201,2
31558,2011,5
37445,2498,2
32238,1756,1
31510,1757,3
23542,1564,3
24301,2252,1
22389,308,4
26363,280,3
20639,1968,3
32241,1019,5
30347,1895,1
30446,179,1
25649,2429,1
36419,1033,4
39817,1755,2
36021,1866,5
35083,1148,3
26634,450,5
24806,2205,3
22298,414,2
31070,2190,4
32184,1037,3
32013,1320,5
31217,1344,5
37143,1369,4
24530,2297,1
22942,808,4
35168,1403,2
23082,278,3
25733,910,4
31338,2059,2
20748,1093,1
36238,1605,4
25453,1854,2
37593,719,2
23400,1418,1
30580,657,5
31616,2026,1
25764,564,4
30582,2273,1
26781,219,5
25559,1032,3
26937,16,4
27394,1142,2
30751,2385,2
34770,1958,5
27825,1078,3
21525,1641,2
34111,818,2
20515,2231,5
26636,1998,5
21246,1527,2
33521,1992,5
35502,2035,5
35118,2156,4
26454,1302,4
30666,155,5
25377,140,1
33638,316,4
32764,2428,2
30230,1658,4
35019,289,1
22855,1039,1
31534,1545,1
25864,1952,1
31887,1416,4
25622,1576,5
32264,952,2
32937,2395,1
23623,1559,2
21581,1736,3
22785,1903,4
38642,125,2
27756,1315,1
34196,115,5
29062,2292,1
25930,2000,5
30004,1814,1
32797,2334,3
35369,478,4
38911,2077,5
24344,1865,2
31184,1048,2
23194,1092,2
28700,121,3
34202,184,4
21125,718,1
29528,811,4
37937,2491,2
23563,2054,5
34203,354,5
27592,1360,1
29065,1969,5
34953,365,5
32429,1833,5
36785,2232,4
29791,1711,3
30367,2400,1
26699,2286,2
26525,909,3
31308,1210,3
28413,60,3
38108,1367,3
37090,422,4
34353,1678,5
39942,1512,1
29070,25,3
28814,467,3
31750,2413,1
39862,1179,5
29498,734,3
31827,1815,5
37226,2295,2
22316,1249,2
24857,319,5
30569,2210,2
30984,2014,4
35506,588,2
26599,1431,4
37106,1892,3
35605,1638,1
25015,140,3
36330,1255,3
36375,1552,5
38076,2060,1
21791,2296,4
28778,892,3
39775,68,2
36703,1278,3
39677,2305,3
29316,1836,2
31638,554,2
24209,1253,4
29156,1381,3
31465,580,2
28710,1354,5
21027,1794,3
28807,191,2
36490,619,1
25791,530,3
20814,933,1
24665,207,1
26781,663,5
26572,2436,5
36924,2331,2
23939,1741,3
26619,1414,3
20417,35,3
29368,2099,1
39830,364,5
28111,899,2
23203,2038,5
20595,842,4
37344,1902,3
32513,913,4
37713,1922,4
37448,1061,1
26692,2033,2
20426,2037,1
23995,471,4
39733,1246,5
35293,1503,2
37684,400,5
27636,189,4
28305,2182,2
37260,1966,1
34893,2058,4
20995,449,3
33644,1036,2
23884,1210,5
37445,2089,1
28603,946,5
23404,676,3
23010,2351,3
25544,645,3
32452,1089,2
31986,565,2
35177,1211,3
26196,1854,2
20396,931,4
26100,1011,5
21024,899,3
24532,134,1
37793,1879,4
23345,109,4
39328,15,5
20928,1124,4
25203,382,5
35865,978,2
25693,826,3
35882,873,2
31490,698,5
31392,1062,4
31839,1788,1
34901,2407,3
23021,1275,1
35156,2192,3
34601,778,4
35761,1474,2
35158,553,4
28075,1461,1
29424,1804,2
22920,696,3
23302,31,3
37568,1779,4
33029,1407,3
34231,131,5
29630,1453,1
29023,955,3
29099,181,2
33589,2477,1
24102,1466,5
24103,996,5
33631,1323,3
20060,1739,2
37368,270,3
20790,899,3
20911,41,2
31588,6,5
23834,331,2
29383,839,2
33649,2238,5
32779,628,5
31277,2163,3
31717,719,4
22102,1976,1
24803,1735,4
21054,576,3
37851,992,4
36029,734,3
34607,1795,1
24369,744,4
38230,1126,2
21979,1922,4
33022,720,1
20212,1908,1
20195,713,4
29991,351,5
26155,300,2
24751,1743,5
29626,1013,3
22199,857,2
22960,1599,1
33243,2297,3
25769,1377,5
24666,1403,4
23664,362,1
27114,1731,3
23835,48,5
30926,280,5
36203,932,5
30387,810,3
21970,1078,4
25764,1593,4
30759,715,3
29434,1916,5
27692,1717,5
34535,1146,5
34634,2243,5
36279,940,2
34605,697,3
37936,2459,5
22068,1286,2
39814,1998,3
25872,2012,4
32026,1765,1
24382,1013,4
25911,2295,3
28252,1034,1
34852,1212,2
38360,825,3
22361,2068,2
33908,2019,1
37160,1917,2
39513,2195,1
24881,1306,1
33955,2138,4
36136,1942,5
39477,1578,2
28013,2384,1
39916,1479,4
26263,5,1
31866,1809,3
21246,2104,3
26281,405,3
28356,217,3
25525,135,2
39050,2388,5
39815,931,5
37386,2274,2
25056,1270,4
24973,283,1
37409,2099,3
31821,2012,1
35414,731,1
30276,35,3
27422,519,2
22100,167,4
38373,2314,3
31419,1585,3
34070,2085,1
33024,5,2
27877,684,2
35105,1391,3
24725,2143,5
25262,2389,1
21992,725,3
21353,2160,4
37928,2433,4
21215,1196,1
32908,1703,2
38405,1441,5
29505,1637,2
35345,432,2
28977,229,3
38383,1169,4
27794,894,2
22192,1659,2
21506,1710,1
39695,2277,5
37015,1519,5
22693,596,5
32826,1111,5
30391,1657,1
34543,989,4
34613,2042,1
28358,1729,2
36566,962,3
36554,212,1
36251,1775,1
24848,914,3
29745,1425,2
36647,2227,2
22522,2101,2
27637,1659,1
37167,2224,5
23306,321,1
38605,291,4
29322,770,3
35426,1943,3
27364,984,1
32846,493,3
31681,541,5
22868,1245,3
28391,2498,3
30110,992,2
37979,231,3
24112,1833,4
35220,2078,3
34137,1855,2
32302,2277,5
34271,585,3
28180,1806,3
38077,1211,5
26830,242,5
35514,441,2
35788,2199,5
28285,1497,3
21331,2441,4
31971,325,2
23516,1484,1
31369,542,4
38143,2370,1
20460,1782,2
32314,1520,1
35574,2380,2
39650,29,2
29990,303,2
21986,143,3
35389,877,2
24371,663,2
36257,413,4
23566,2272,3
23608,1659,5
20262,2025,1
32208,1718,2
31492,748,3
30861,1838,1
26170,401,5
24010,127,3
31388,1438,3
21796,1564,3
23171,2392,2
22647,1131,4
27867,120,4
27138,1624,2
39091,2471,2
30217,1163,1
33914,1177,1
20865,336,3
37854,1419,1
39243,1095,2
30990,1839,1
37397,2360,2
34631,1034,2
30754,95,1
39599,1257,1
33176,1716,5
33987,1580,5
33245,1773,5
38295,400,2
38458,728,3
25675,2135,5
25494,840,1
25075,179,2
22783,84,5
30751,1676,5
30216,832,2
32918,243,3
22487,791,2
24144,1216,2
27686,2068,4
24952,19,4
39350,1143,1
30245,815,2
39580,1123,1
22825,1141,2
38157,835,2
35068,260,2
20631,959,4
35972,2119,2
33183,1148,1
26442,1195,5
35176,1833,2
24907,1459,2
38499,1107,3
38325,504,1
33738,478,3
22538,1491,5
31523,1704,3
31076,1138,4
20295,1130,1
21620,2355,1
29848,1905,1
24479,1415,5
22408,676,3
32258,1975,3
33713,868,4
21605,833,3
32070,345,4
21656,991,5
20961,367,3
37558,714,3
24335,1770,1
24749,812,3
21785,661,2
21815,2161,4
38893,2149,3
22167,1806,2
26322,45,1
25411,817,1
33305,1949,2
25211,710,1
39425,110,3
22334,1959,3
35887,100,1
32278,2414,2
21735,2164,3
36136,1280,4
33218,1860,5
39634,1363,1
29659,1839,5
22088,1451,3
20783,1567,3
38234,2451,4
29826,2107,2
28626,2060,1
38836,96,3
20399,1940,4
32899,908,2
21234,970,1
39610,499,5
23936,615,1
27895,1672,3
39773,1849,4
30716,1958,4
22495,590,4
35475,1240,1
38597,640,1
35465,605,5
28822,375,4
37487,2229,5
26915,1146,3
29417,1377,4
36871,335,3
36403,1221,2
38869,868,1
33955,2494,4
26473,1642,4
32777,2393,1
34878,147,4
21960,576,3
25799,2021,3
27288,1475,3
38122,2170,2
36933,1911,1
27270,1105,5
30462,1379,4
32189,2182,4
22324,1643,3
21919,2246,3
37669,2114,3
32152,2206,5
36718,1367,1
27560,1622,5
22033,2216,3
23536,2410,5
26856,1614,2
30360,1144,4
33500,1909,2
24622,250,1
21052,111,5
30781,189,4
28707,115,2
28462,864,1
34266,1828,3
24353,546,2
28902,2343,2
35776,1065,1
30057,1443,4
33890,868,3
29924,304,3
24819,526,2
35968,1347,2
26912,1262,4
26763,1633,2
21334,2356,2
26062,2037,2
20824,1379,4
22345,765,3
35565,2377,4
37933,713,1
39264,1261,3
37287,1798,4
24255,2412,3
33463,999,1
29355,14,1
33716,883,5
32817,2358,4
20114,2406,5
32724,1567,2
28859,44,3
39346,343,1
32801,1126,1
31361,227,5
26381,1418,5
24464,30,1
36394,1670,4
36918,864,5
31278,146,1
29832,1662,3
32439,2458,3
29277,1147,1
33877,681,4
21271,1847,1
21985,190,1
36542,160,3
34189,1515,2
38944,1311,4
32662,2495,5
31462,2245,1
34159,1297,3
32491,2398,2
28784,1327,3
29349,2,2
28859,2170,4
34924,720,4
20178,1001,4
27199,1374,1
21341,2007,4
24957,2443,1
33025,2042,1
21285,1821,1
20541,1965,2
31661,1801,4
26555,1232,1
37336,1214,1
24018,337,5
30366,2360,2
37353,1824,5
31665,802,5
21556,825,5
39564,580,1
24777,1950,4
36974,40,3
32423,1246,4
37798,1088,3
39684,1748,1
34571,1858,2
36754,2041,4
28314,1143,3
24764,549,4
37286,919,2
34162,1731,3
31069,245,4
36523,235,5
36126,1607,1
26354,1416,2
26438,1211,3
22251,2314,4
27798,12,2
27781,236,2
36072,675,1
39213,1882,1
26414,1864,5
27485,1241,2
38641,588,4
39340,1759,1
25001,1365,1
21469,716,4
36427,2406,3
21134,1467,1
24427,2487,1
38206,314,2
28150,1762,3
37325,1869,5
38854,819,5
37837,2064,4
23113,982,5
28223,188,3
21423,1606,5
37165,1945,1
22477,1804,3
30051,2333,1
22822,1935,1
26199,1712,4
29605,1105,4
31105,41,1
36075,2220,1
39819,1330,1
37360,1400,2
23405,433,1
35111,2276,3
37042,1551,2
22248,651,3
37301,1663,4
23548,1212,2
26054,388,1
31596,5,2
28956,1900,5
27851,1288,1
